Building_name
1 NORTH PORTICO
2 TURBA OF BARKA KHAN
3 RIBAT OF ALA AL-DIN
4 MUAZZAMIYYA MINARET
5 RIBAT AL-MANSURI
6 AL-KUBAKIYYA
7 RIBAT OF KURT AL-MAN SURI
8 AL-DAWADARIYYA
9 AL-AWHADIYYA
10 GHAWANIMA MINARET
11 AL-JALIQIYYA
12 WEST PORTICO
13 AL-SA'DIYYA
14 AL-JAWILIYYA
15 AL-KARIMIYYA
16 NORTH QANATIR
17 NORTH-EAST QANATIR
18 AL-TANKIZIYYA
19 RIBAT AL-NISA
20 BAB AL-SILSILA MINARET
21 AL-AMINIYYA
22 AL-FAKHRIYYA
23 FAKHRIYYA MINARET
24 SUQ AL-QATTANIN
25 AL-SALLAMIYYA
26 AL-ALMALIKIYYA
27 SUMMER PULPIT
28 TURBA OF TURKAN KHATUN
29 AL-KILANIYYA
30 AL-FARISIYYA
31 AL-KHATUNIYYA
32 AL-ARGHUNIYYA
33 AL-IS'ARDIYYA
34 DAR AL-QURAN AL-SALLAMIYYA
35 AL-MANJAKIYYA
36 AL-TAZIYYA
37 RIBAT AL-MARIDINI
38 BAB AL-ASBAT MINARET
39 AL-BISTAMIYYA
40 AL-LULUTYYA
41 AL-ZAWIYA AL-LULUTYYA
42 AL-HANBALIYYA
43 AL-BALADIYYA
44 AL-WAFATYYA
45 AL-TASHTAMURIYYA
46 AL-QIRAMIYYA
47 AL-WAKALA
48 DARAL-SITT TUNSHUQ
49 TURBA OF SITT TUNSHUQ
50 MINARET IN HARAT AL-YAHUD
51 AL-SUBAYBIYYA
52 SALAHIYYA MINARET
53 AL-BASITIYYA
54 AL-GHADIRIYYA
55 AL-HASANIYYA
56 WELL OF IBRAHIM AL-RUMI
57 AL-UTHMANIYYA
58 AL-JAWHARIYYA
59 MINARET OF JAMI UMAR
60 SOUTH-WEST QANATIR
61 RIBAT AL-ZAMANI
62 AL-MUZHIRIYYA
63 AL-ASHRAFTIYYA
64 SABIL QAYTBAY
